# index, _pos
53664,"array([-5.72409538, -6.55731433])"
53665,"array([-5.52668743, -6.61905525])"
53666,"array([-5.39267821, -6.5485707 ])"
53667,"array([-5.43451078, -6.46668411])"
53668,"array([-5.65653427, -6.4919635 ])"
53669,"array([-5.76599549, -6.50703509])"
53670,"array([-5.76320158, -6.82914458])"
53671,"array([-5.45348314, -6.4923178 ])"
53672,"array([-5.66813782, -6.69821877])"
53673,"array([-5.74203471, -6.69803003])"
53674,"array([-5.82546477, -6.61289794])"
53675,"array([-5.52582469, -6.58879994])"
53676,"array([-5.65867782, -6.3924805 ])"
53677,"array([-5.78193429, -6.66002443])"
53678,"array([-5.90396885, -6.49843508])"
53679,"array([-5.7547396 , -6.43840914])"
53680,"array([-5.58899183, -6.57477   ])"
53681,"array([-5.53570296, -6.55262783])"
53682,"array([-5.79109845, -6.62243615])"
53683,"array([-5.6143355 , -6.67219278])"
53684,"array([-5.8942629 , -6.48928822])"
53685,"array([-5.68948188, -6.66680966])"
53686,"array([-5.52037903, -6.57099843])"
53687,"array([-5.76676857, -6.57070296])"
53688,"array([-5.56120473, -6.60824637])"
53689,"array([-5.44259622, -6.57139362])"
53690,"array([-5.59823157, -6.56257061])"
53691,"array([-5.73384133, -6.59775449])"
53692,"array([-5.73475783, -6.64202762])"
53693,"array([-5.41220767, -6.52387416])"
53694,"array([-5.50160418, -6.39399748])"
53695,"array([-5.47790149, -6.34859164])"
53696,"array([-5.8220546, -6.4898118])"
53697,"array([-5.81959544, -6.63933126])"
53698,"array([-5.53199005, -6.36825175])"
53699,"array([-5.78586793, -6.55479187])"
53700,"array([-5.46129923, -6.49482893])"
53701,"array([-5.56499793, -6.40959123])"
53702,"array([-5.72748322, -6.71753202])"
53703,"array([-5.56688173, -6.53911823])"
53704,"array([-5.50549986, -6.50347068])"
53705,"array([-5.73805426, -6.36377723])"
53706,"array([-5.66051865, -6.66782441])"
53707,"array([-5.76585929, -6.559822  ])"
53708,"array([-5.56734807, -6.57790104])"
53709,"array([-5.76563412, -6.56107798])"
53710,"array([-5.75353542, -6.5588626 ])"
53711,"array([-5.4622233, -6.5478973])"
53712,"array([-5.73301406, -6.65052097])"
53713,"array([-5.80941177, -6.56270943])"
53714,"array([-5.75679466, -6.50932599])"
53715,"array([-5.68908537, -6.46231208])"
53716,"array([-5.82128301, -6.60144169])"
53717,"array([-5.77964311, -6.60286166])"
53718,"array([-5.6886579 , -6.45999678])"
53719,"array([-5.83099841, -6.63148834])"
53720,"array([-5.77719982, -6.51356711])"
53721,"array([-5.7387805 , -6.74134142])"
53722,"array([-5.25185842, -6.62806861])"
53723,"array([-5.7109921 , -6.67125237])"
53724,"array([-5.74547092, -6.55235012])"
53725,"array([-5.70541595, -6.69795748])"
53726,"array([-5.80899289, -6.55288544])"
53727,"array([-5.47084294, -6.61185354])"
53728,"array([-5.5817975 , -6.39403399])"
53729,"array([-5.72764224, -6.75909058])"
53730,"array([-5.69195713, -6.41332838])"
53731,"array([-5.76160684, -6.76102362])"
53732,"array([-5.79489345, -6.6722968 ])"
53733,"array([-5.79318571, -6.66010027])"
53734,"array([-5.71004905, -6.3878833 ])"
53735,"array([-5.64931646, -6.68665756])"
53736,"array([-5.62453838, -6.76003996])"
53737,"array([-5.70447781, -6.47829474])"
53738,"array([-5.77308471, -6.65614634])"
53739,"array([-5.95562016, -6.55438911])"
53740,"array([-5.64325696, -6.76614011])"
53741,"array([-5.43150724, -6.63371452])"
53742,"array([-5.62322888, -6.73341348])"
53743,"array([-5.7495216 , -6.59906581])"
53744,"array([-5.37945346, -6.54944327])"
53745,"array([-5.61652371, -6.40827619])"
53746,"array([-5.46476874, -6.56012306])"
53747,"array([-5.75244901, -6.73888538])"
53748,"array([-5.77745642, -6.61713997])"
53749,"array([-5.7327684 , -6.53472636])"
53750,"array([-5.67201378, -6.43084523])"
53751,"array([-5.73050329, -6.69538476])"
53752,"array([-5.6070846 , -6.59384701])"
53753,"array([-5.8037889 , -6.73768154])"
53754,"array([-5.54973625, -6.52623986])"
53755,"array([-5.82097703, -6.4923773 ])"
53756,"array([-5.78599986, -6.67662367])"
53757,"array([-5.77905868, -6.66742721])"
53758,"array([-5.61311724, -6.36475916])"
53759,"array([-5.65159545, -6.36223029])"
53760,"array([-5.52732019, -6.58907656])"
53761,"array([-5.7652653 , -6.51913337])"
53762,"array([-5.47776757, -6.40284048])"
53763,"array([-5.734881  , -6.67362569])"
53764,"array([-5.7657943 , -6.46508257])"
53765,"array([-5.7848292 , -6.79931566])"
53766,"array([-5.5385584 , -6.44533528])"
53767,"array([-5.72400279, -6.70811987])"
53768,"array([-5.5012854 , -6.47000494])"
53769,"array([-5.82977658, -6.79457522])"
53770,"array([-5.75630867, -6.44935598])"
53771,"array([-5.49560062, -6.53345458])"
53772,"array([-5.53230526, -6.39445999])"
53773,"array([-5.51753227, -6.46725886])"
53774,"array([-5.70927387, -6.73220241])"
53775,"array([-5.72781913, -6.70424965])"
53776,"array([-5.72076051, -6.46243841])"
53777,"array([-5.64439298, -6.66966675])"
53778,"array([-5.73527697, -6.6628419 ])"
53779,"array([-5.7614076 , -6.55499561])"
53780,"array([-5.49021567, -6.48023177])"
53781,"array([-5.78298726, -6.76495808])"
53782,"array([-5.79886265, -6.35676002])"
53783,"array([-5.65087719, -6.37986174])"
53784,"array([-5.78047679, -6.50973409])"
53785,"array([-5.55509401, -6.56259423])"
53786,"array([-5.56336832, -6.36908852])"
53787,"array([-5.67124146, -6.48645297])"
53788,"array([-5.85613083, -6.66567296])"
53789,"array([-5.75932502, -6.45443543])"
53790,"array([-5.68927218, -6.76176851])"
53791,"array([-5.85253032, -6.76540619])"
53792,"array([-5.68643031, -6.50398394])"
53793,"array([-5.40864618, -6.3953393 ])"
53794,"array([-5.81496558, -6.75970493])"
53795,"array([-5.81932518, -6.41706519])"
53796,"array([-5.78382043, -6.53944642])"
53797,"array([-5.43697693, -6.633187  ])"
53798,"array([-5.45137498, -6.45935585])"
53799,"array([-5.7163697 , -6.52663027])"
53800,"array([-5.7781092 , -6.52874173])"
53801,"array([-5.54232263, -6.57464407])"
53802,"array([-5.36895203, -6.48859135])"
53803,"array([-5.65208995, -6.46805257])"
53804,"array([-5.5550257 , -6.44214823])"
53805,"array([-5.41751461, -6.54138402])"
53806,"array([-5.58240502, -6.39579789])"
53807,"array([-5.75083077, -6.5354712 ])"
53808,"array([-5.70365755, -6.41836911])"
53809,"array([-5.66538046, -6.42672665])"
53810,"array([-5.84105116, -6.45543618])"
53811,"array([-5.65870443, -6.7224465 ])"
53812,"array([-5.72050543, -6.72133791])"
53813,"array([-5.55591562, -6.55033103])"
53814,"array([-5.7415079 , -6.53004545])"
53815,"array([-5.76618681, -6.73078289])"
53816,"array([-5.74215861, -6.52714084])"
53817,"array([-5.64689843, -6.48204632])"
53818,"array([-5.64973239, -6.39812051])"
53819,"array([-5.81157508, -6.59431866])"
53820,"array([-5.809314  , -6.67887651])"
53821,"array([-5.33587496, -6.58333314])"
53822,"array([-5.61997244, -6.67903581])"
53823,"array([-5.84411561, -6.40229285])"
53824,"array([-5.78863165, -6.44544297])"
53825,"array([-5.63452508, -6.49362115])"
53826,"array([-5.86920551, -6.62935571])"
53827,"array([-5.54904805, -6.60144418])"
53828,"array([-5.71930176, -6.53201098])"
53829,"array([-5.6248398 , -6.42600163])"
53830,"array([-5.67889001, -6.7112079 ])"
53831,"array([-5.6876134 , -6.27473183])"
53832,"array([-5.40957957, -6.54695032])"
53833,"array([-5.75235199, -6.60604895])"
53834,"array([-5.64008571, -6.43892064])"
53835,"array([-5.82172738, -6.45700951])"
53836,"array([-5.45746767, -6.51684658])"
53837,"array([-5.78413071, -6.39396897])"
53838,"array([-5.77064514, -6.45969687])"
53839,"array([-5.50269241, -6.54325224])"
53840,"array([-5.71893051, -6.44437905])"
53841,"array([-5.66064645, -6.70691394])"
53842,"array([-5.75009689, -6.48844602])"
53843,"array([-5.85970841, -6.7518427 ])"
53844,"array([-5.53251109, -6.60741275])"
53845,"array([-5.71862065, -6.76659107])"
53846,"array([-5.47166678, -6.54179876])"
53847,"array([-5.66750742, -6.60404626])"
53848,"array([-5.36947869, -6.6058392 ])"
53849,"array([-5.65948221, -6.41206178])"
53850,"array([-5.75887222, -6.49345492])"
53851,"array([-5.55997002, -6.6177374 ])"
53852,"array([-5.66032725, -6.64764549])"
53853,"array([-5.64727957, -6.40117247])"
53854,"array([-5.47828361, -6.51874006])"
53855,"array([-5.45411557, -6.61804175])"
53856,"array([-5.45173133, -6.61396062])"
53857,"array([-5.69710164, -6.45524276])"
53858,"array([-5.79480834, -6.62656873])"
53859,"array([-5.69336744, -6.41715333])"
53860,"array([-5.83839232, -6.48755856])"
53861,"array([-5.70176056, -6.20264659])"
53862,"array([-5.52863436, -6.52219107])"
53863,"array([-5.81308083, -6.25262887])"
53864,"array([-5.41817932, -6.38145022])"
53865,"array([-5.49361834, -6.20422857])"
53866,"array([-5.69698036, -6.40515067])"
53867,"array([-5.6351174 , -6.79067555])"
53868,"array([-5.73199102, -6.55229443])"
53869,"array([-5.61507794, -6.39428859])"
53870,"array([-5.65353222, -6.40848934])"
53871,"array([-5.7525913 , -6.46147307])"
53872,"array([-5.66042885, -6.79661568])"
53873,"array([-5.70729378, -6.74850951])"
53874,"array([-5.68422547, -6.70823681])"
53875,"array([-5.74063855, -6.42516986])"
53876,"array([-5.38357889, -6.48594831])"
53877,"array([-5.43342539, -6.52551422])"
53878,"array([-5.44886395, -6.57816673])"
53879,"array([-5.4418341 , -6.46603586])"
53880,"array([-5.53619443, -6.33829403])"
53881,"array([-5.55439953, -6.62133846])"
53882,"array([-5.7798768 , -6.64465853])"
53883,"array([-5.53153767, -6.44348793])"
53884,"array([-5.72768278, -6.80821009])"
53885,"array([-5.70227446, -6.7444423 ])"
53886,"array([-5.67051582, -6.37759039])"
53887,"array([-5.62114159, -6.59776481])"
53888,"array([-5.63732895, -6.70659806])"
53889,"array([-5.5174512 , -6.32352348])"
53890,"array([-5.56446927, -6.59298069])"
53891,"array([-5.87246413, -6.54572833])"
53892,"array([-5.50496176, -6.51547293])"
53893,"array([-5.47436545, -6.61015228])"
53894,"array([-5.80997402, -6.69816043])"
53895,"array([-5.69458908, -6.43246466])"
53896,"array([-5.61674633, -6.41747082])"
53897,"array([-5.78512068, -6.69679847])"
53898,"array([-5.72039754, -6.4187728 ])"
53899,"array([-5.74241276, -6.71070077])"
53900,"array([-5.73173475, -6.59140129])"
53901,"array([-5.83294587, -6.50447889])"
53902,"array([-5.47586519, -6.46080942])"
53903,"array([-5.42051319, -6.3776633 ])"
53904,"array([-5.79504238, -6.49396083])"
53905,"array([-5.80114937, -6.64638326])"
53906,"array([-5.37053193, -6.41590305])"
53907,"array([-5.45047098, -6.45748467])"
53908,"array([-5.54629172, -6.30926944])"
53909,"array([-5.28627555, -6.48302342])"
53910,"array([-5.82026476, -6.57759165])"
53911,"array([-5.88944331, -6.46001797])"
53912,"array([-5.8662008 , -6.83037727])"
53913,"array([-5.82607642, -6.61857751])"
53914,"array([-5.71689949, -6.65788674])"
53915,"array([-5.50935069, -6.50960055])"
53916,"array([-5.4464464 , -6.52605742])"
53917,"array([-5.78273895, -6.55210507])"
53918,"array([-5.74280542, -6.43828408])"
53919,"array([-5.41083459, -6.48141597])"
53920,"array([-5.68758567, -6.86705461])"
53921,"array([-5.71252374, -6.3303266 ])"
53922,"array([-5.72606764, -6.54206103])"
53923,"array([-5.4347455 , -6.59139687])"
53924,"array([-5.81108524, -6.60575338])"
53925,"array([-5.51027275, -6.561736  ])"
53926,"array([-5.7905027 , -6.60081495])"
53927,"array([-5.61659718, -6.44126172])"
53928,"array([-5.54129486, -6.59658259])"
53929,"array([-5.7350593 , -6.50672601])"
53930,"array([-5.71689275, -6.69103799])"
53931,"array([-5.79970237, -6.64741689])"
53932,"array([-5.47639681, -6.49642606])"
53933,"array([-5.87188417, -6.66963782])"
53934,"array([-5.43317608, -6.55383482])"
53935,"array([-5.32136116, -6.47222837])"
53936,"array([-5.97161521, -6.62447421])"
53937,"array([-5.93548764, -6.61802236])"
53938,"array([-5.5797679 , -6.39339244])"
53939,"array([-5.78423988, -6.59336289])"
53940,"array([-5.52650036, -6.41937258])"
53941,"array([-5.62351517, -6.43677384])"
53942,"array([-5.85217902, -6.7554404 ])"
53943,"array([-5.68231108, -6.48086691])"
53944,"array([-5.69391334, -6.41883422])"
53945,"array([-5.83968036, -6.48093267])"
53946,"array([-5.78942393, -6.5736407 ])"
53947,"array([-5.64648859, -6.39664088])"
53948,"array([-5.54385908, -6.31779441])"
53949,"array([-5.78742897, -6.58956327])"
53950,"array([-5.65808526, -6.7243201 ])"
53951,"array([-5.67510019, -6.71824232])"
53952,"array([-5.5687981 , -6.38797358])"
53953,"array([-5.68638398, -6.45031911])"
53954,"array([-5.45555309, -6.38219479])"
53955,"array([-5.50706339, -6.31946731])"
53956,"array([-5.85315868, -6.63352948])"
53957,"array([-5.61853617, -6.61902207])"
53958,"array([-5.7245779 , -6.39430595])"
53959,"array([-5.72885252, -6.65664453])"
53960,"array([-5.68816393, -6.62285402])"
53961,"array([-5.75127158, -6.52813583])"
53962,"array([-5.86209404, -6.65883449])"
53963,"array([-5.48310526, -6.54139708])"
53964,"array([-5.53437089, -6.48685658])"
53965,"array([-5.83458632, -6.64662737])"
53966,"array([-5.68998799, -6.42381167])"
53967,"array([-5.60970712, -6.39255251])"
53968,"array([-5.78942239, -6.63926985])"
53969,"array([-5.6319036 , -6.32902181])"
53970,"array([-5.85131414, -6.71043683])"
53971,"array([-5.88622999, -6.5654419 ])"
53972,"array([-5.77338017, -6.33813411])"
53973,"array([-5.74628292, -6.41533009])"
53974,"array([-5.87339727, -6.52982799])"
53975,"array([-5.38558603, -6.35788972])"
53976,"array([-5.62456012, -6.37864065])"
53977,"array([-5.58618787, -6.41212397])"
53978,"array([-5.73174722, -6.63126977])"
53979,"array([-5.57749138, -6.91342045])"
53980,"array([-5.76544559, -6.36210397])"
53981,"array([-5.78301746, -6.68407552])"
53982,"array([-5.50209654, -6.45191995])"
53983,"array([-5.88869424, -6.48332659])"
53984,"array([-5.5103619 , -6.63106194])"
53985,"array([-5.62644259, -6.68973842])"
53986,"array([-5.67954397, -6.39064032])"
53987,"array([-5.67599714, -6.65756854])"
53988,"array([-5.61437145, -6.66293775])"
53989,"array([-5.82980578, -6.64517997])"
53990,"array([-5.75524506, -6.66615899])"
53991,"array([-5.66530719, -6.34638165])"
53992,"array([-5.49248985, -6.47811128])"
53993,"array([-5.38774983, -6.43603415])"
53994,"array([-5.973652  , -6.60212347])"
53995,"array([-5.65146066, -6.47925585])"
53996,"array([-5.66100998, -6.66468348])"
53997,"array([-5.45099978, -6.59264051])"
53998,"array([-5.66708049, -6.66905196])"
53999,"array([-5.74112647, -6.53299527])"
54000,"array([-5.68340705, -6.46796393])"
54001,"array([-5.68568697, -6.71908091])"
54002,"array([-5.79563723, -6.65249426])"
54003,"array([-5.65232371, -6.47558182])"
54004,"array([-5.87453578, -6.66719056])"
54005,"array([-5.62146457, -6.42003151])"
54006,"array([-5.54494968, -6.54361792])"
54007,"array([-5.66264565, -6.3839945 ])"
54008,"array([-5.67466801, -6.80541196])"
54009,"array([-5.65805254, -6.32257238])"
54010,"array([-5.76223001, -6.62790973])"
54011,"array([-5.84551599, -6.65304851])"
54012,"array([-5.35353763, -6.5596742 ])"
54013,"array([-5.68333825, -6.4279706 ])"
54014,"array([-5.52686275, -6.58098228])"
54015,"array([-5.76544691, -6.51307124])"
54016,"array([-5.52441539, -6.43276691])"
54017,"array([-5.62226531, -6.68821442])"
54018,"array([-5.65118845, -6.86152935])"
54019,"array([-5.39158716, -6.55439589])"
54020,"array([-5.71416279, -6.48223735])"
54021,"array([-5.71778741, -6.70426626])"
54022,"array([-5.71557824, -6.48024323])"
54023,"array([-5.6895576 , -6.75785255])"
54024,"array([-5.7630024 , -6.48671725])"
54025,"array([-5.68931471, -6.50456189])"
54026,"array([-5.81210349, -6.81203356])"
54027,"array([-5.64184235, -6.59367376])"
54028,"array([-5.57208596, -6.42738092])"
54029,"array([-5.57155245, -6.37218655])"
54030,"array([-5.65967839, -6.67827099])"
54031,"array([-5.61714125, -6.43549485])"
54032,"array([-5.63653528, -6.37522088])"
54033,"array([-5.66919553, -6.39410395])"
54034,"array([-5.68788619, -6.4408342 ])"
54035,"array([-5.79451128, -6.47398872])"
54036,"array([-5.73527054, -6.68409797])"
54037,"array([-5.5455644 , -6.40036827])"
54038,"array([-5.54897501, -6.39293337])"
54039,"array([-5.90180084, -6.56785707])"
54040,"array([-5.78656256, -6.75200264])"
54041,"array([-5.76031687, -6.76967667])"
54042,"array([-5.77368665, -6.55048452])"
54043,"array([-5.72243329, -6.50781258])"
54044,"array([-5.52570374, -6.4086385 ])"
54045,"array([-5.76491389, -6.53748429])"
54046,"array([-5.4464101 , -6.50535987])"
54047,"array([-5.72880965, -6.56919014])"
54048,"array([-5.48262783, -6.59605983])"
54049,"array([-5.8433569 , -6.73308904])"
54050,"array([-5.54634405, -6.59711166])"
54051,"array([-5.76134089, -6.55128956])"
54052,"array([-5.47761198, -6.32904494])"
54053,"array([-5.54072172, -6.37967007])"
54054,"array([-5.79941553, -6.82982355])"
54055,"array([-5.62082777, -6.63059554])"
54056,"array([-5.71985612, -6.50945639])"
54057,"array([-5.70982917, -6.57404715])"
54058,"array([-5.4105756 , -6.53774292])"
54059,"array([-5.74234854, -6.69137682])"
54060,"array([-5.78917404, -6.70990003])"
54061,"array([-5.87161877, -6.6955222 ])"
54062,"array([-5.65469721, -6.6849597 ])"
54063,"array([-5.57486949, -6.61595893])"
54064,"array([-5.81416747, -6.83109413])"
54065,"array([-5.73539848, -6.68605124])"
54066,"array([-5.75747726, -6.37108069])"
54067,"array([-5.69224962, -6.44945846])"
54068,"array([-5.45419675, -6.46178336])"
54069,"array([-5.61305764, -6.64430137])"
54070,"array([-5.55448007, -6.39666939])"
54071,"array([-5.64863196, -6.73514753])"
54072,"array([-5.75449287, -6.58747811])"
54073,"array([-5.57569648, -6.35394831])"
54074,"array([-5.77388944, -6.56979872])"
54075,"array([-5.61293007, -6.39688023])"
54076,"array([-5.884071  , -6.36775169])"
54077,"array([-5.52087134, -6.59211695])"
54078,"array([-5.67217766, -6.46488627])"
54079,"array([-5.6191618 , -6.60935971])"
54080,"array([-5.69896284, -6.74647298])"
54081,"array([-5.77624983, -6.6973011 ])"
54082,"array([-5.43611631, -6.47838844])"
54083,"array([-5.48276737, -6.45723214])"
54084,"array([-5.46927124, -6.61037616])"
54085,"array([-5.56914175, -6.43233256])"
54086,"array([-5.69746591, -6.75847252])"
54087,"array([-5.61289592, -6.37827169])"
54088,"array([-5.58298754, -6.36980638])"
54089,"array([-5.59164422, -6.41269564])"
54090,"array([-5.54574819, -6.40571483])"
54091,"array([-5.78178176, -6.72252017])"
54092,"array([-5.71702166, -6.43269395])"
54093,"array([-5.66135653, -6.36580295])"
54094,"array([-5.6351297 , -6.37881574])"
54095,"array([-5.74820994, -6.73917453])"
54096,"array([-5.81125881, -6.54438585])"
54097,"array([-5.45041323, -6.57642425])"
54098,"array([-5.38614979, -6.58023517])"
54099,"array([-5.79330826, -6.43287618])"
54100,"array([-5.76063073, -6.52659828])"
54101,"array([-5.78678567, -6.72403221])"
54102,"array([-5.82064914, -6.61600658])"
54103,"array([-5.62109291, -6.72166218])"
54104,"array([-5.72071203, -6.52861199])"
54105,"array([-5.55797759, -6.38640074])"
54106,"array([-5.78906091, -6.58780985])"
54107,"array([-5.66253598, -6.56060123])"
54108,"array([-5.83691767, -6.48213542])"
54109,"array([-5.65663427, -6.41985364])"
54110,"array([-5.57393157, -6.63714575])"
54111,"array([-5.85906397, -6.78158909])"
54112,"array([-5.40559507, -6.49693891])"
54113,"array([-5.52350289, -6.3013922 ])"
54114,"array([-5.39046241, -6.64619631])"
54115,"array([-5.73163169, -6.34972578])"
54116,"array([-5.79109985, -6.52354864])"
54117,"array([-5.7032164 , -6.35471834])"
54118,"array([-5.4277465, -6.4798491])"
54119,"array([-5.45749654, -6.53066184])"
54120,"array([-5.3554732 , -6.50471883])"
54121,"array([-5.40548484, -6.52056012])"
54122,"array([-5.78583663, -6.61270978])"
54123,"array([-5.68086813, -6.7580839 ])"
54124,"array([-5.36242201, -6.33568361])"
54125,"array([-5.62740505, -6.66147934])"
54126,"array([-5.65592917, -6.66479491])"
54127,"array([-5.68339363, -6.71374441])"
54128,"array([-5.56031289, -6.58648526])"
54129,"array([-5.59270016, -6.62770993])"
54130,"array([-5.6677147 , -6.69659674])"
54131,"array([-5.49932549, -6.30224651])"
54132,"array([-5.4454035 , -6.51285963])"
54133,"array([-5.67459133, -6.49399439])"
54134,"array([-5.75831606, -6.54729274])"
54135,"array([-5.6854398 , -6.49631227])"
54136,"array([-5.75885872, -6.41495935])"
54137,"array([-5.46688218, -6.57012904])"
54138,"array([-5.668948  , -6.43978837])"
54139,"array([-5.6341566, -6.5967281])"
54140,"array([-5.5452821 , -6.56490959])"
54141,"array([-5.45164317, -6.50570765])"
54142,"array([-5.39148131, -6.55975023])"
54143,"array([-5.79847535, -6.51652771])"
54144,"array([-5.64696425, -6.37449326])"
54145,"array([-5.50637773, -6.45150417])"
54146,"array([-5.64766172, -6.69623571])"
54147,"array([-5.84949344, -6.60759904])"
54148,"array([-5.72152521, -6.71189151])"
54149,"array([-5.802163 , -6.6267528])"
54150,"array([-5.49798297, -6.4087268 ])"
54151,"array([-5.73258984, -6.62659918])"
54152,"array([-5.40001783, -6.53563028])"
54153,"array([-5.37323171, -6.36721832])"
54154,"array([-5.71281562, -6.77960194])"
54155,"array([-5.58835841, -6.3907973 ])"
54156,"array([-5.34057001, -6.51851792])"
54157,"array([-5.39636406, -6.51633759])"
54158,"array([-5.87365429, -6.60064145])"
54159,"array([-5.3701237 , -6.42035674])"
54160,"array([-5.54586301, -6.32881358])"
54161,"array([-5.5082414 , -6.45082213])"
54162,"array([-5.56723489, -6.4029679 ])"
54163,"array([-5.77744199, -6.50409366])"
54164,"array([-5.56826033, -6.3145663 ])"
54165,"array([-5.76356903, -6.50674481])"
54166,"array([-5.77652363, -6.45269467])"
54167,"array([-5.66808671, -6.86814683])"
54168,"array([-5.54435564, -6.57284106])"
54169,"array([-5.51968524, -6.42190285])"
54170,"array([-5.71137372, -6.77286021])"
54171,"array([-5.82679989, -6.60874018])"
54172,"array([-5.72883943, -6.3948671 ])"
54173,"array([-5.88539157, -6.82184892])"
54174,"array([-5.49019494, -6.36989898])"
54175,"array([-5.6671235 , -6.76009247])"
54176,"array([-5.65084882, -6.59538949])"
54177,"array([-5.40915793, -6.47186801])"
54178,"array([-5.68319901, -6.43333349])"
54179,"array([-5.65521125, -6.43082681])"
54180,"array([-5.60867024, -6.40190604])"
54181,"array([-5.80895105, -6.76021337])"
54182,"array([-5.59411159, -6.36928281])"
54183,"array([-5.48832281, -6.43629148])"
54184,"array([-5.65968569, -6.48905854])"
54185,"array([-5.83154411, -6.68516861])"
54186,"array([-5.55680513, -6.40293593])"
54187,"array([-5.73378368, -6.73568354])"
54188,"array([-5.69384452, -6.84935369])"
54189,"array([-5.64107609, -6.67635146])"
54190,"array([-5.73925341, -6.5845825 ])"
54191,"array([-5.53849855, -6.55398888])"
54192,"array([-5.70029232, -6.42850659])"
54193,"array([-5.5729025, -6.5437308])"
54194,"array([-5.46150822, -6.54471756])"
54195,"array([-5.69004262, -6.46824135])"
54196,"array([-5.50764066, -6.38465102])"
54197,"array([-5.51201533, -6.54368509])"
54198,"array([-5.4004319 , -6.59283965])"
54199,"array([-5.518352  , -6.59864069])"
54200,"array([-5.59409615, -6.60481984])"
54201,"array([-5.7649743 , -6.69755637])"
54202,"array([-5.566601  , -6.42451815])"
54203,"array([-5.72740062, -6.71927511])"
54204,"array([-5.72107883, -6.5140541 ])"
54205,"array([-5.4182674 , -6.35732734])"
54206,"array([-5.82934407, -6.62978007])"
54207,"array([-5.69891264, -6.40158567])"
54208,"array([-5.64643141, -6.69226646])"
54209,"array([-5.72987283, -6.46140857])"
54210,"array([-5.83141474, -6.4416759 ])"
54211,"array([-5.47396297, -6.47913471])"
54212,"array([-5.60843178, -6.45669799])"
54213,"array([-5.61468487, -6.68051615])"
54214,"array([-5.66856237, -6.42259711])"
54215,"array([-5.56105784, -6.42211779])"
54216,"array([-5.46133178, -6.5678765 ])"
54217,"array([-5.44585404, -6.39783477])"
54218,"array([-5.85917412, -6.58890473])"
54219,"array([-5.79576414, -6.38470322])"
54220,"array([-5.90022184, -6.60466328])"
54221,"array([-5.85596226, -6.72243492])"
54222,"array([-5.6668575 , -6.73471682])"
54223,"array([-5.65514996, -6.68680847])"
54224,"array([-5.63301895, -6.68881787])"
54225,"array([-5.65027939, -6.64474248])"
54226,"array([-5.70256805, -6.48114816])"
54227,"array([-5.40647149, -6.46202588])"
54228,"array([-5.74265984, -6.48644258])"
54229,"array([-5.79357405, -6.68173734])"
54230,"array([-5.77918011, -6.60458152])"
54231,"array([-5.71691684, -6.70114502])"
54232,"array([-5.74599169, -6.7743829 ])"
54233,"array([-5.64896503, -6.77772045])"
54234,"array([-5.74369635, -6.641235  ])"
54235,"array([-5.44589148, -6.45786311])"
54236,"array([-5.5580777 , -6.60316669])"
54237,"array([-5.45588417, -6.4942994 ])"
54238,"array([-5.77338046, -6.65944358])"
54239,"array([-5.70370327, -6.45042695])"
54240,"array([-5.64259985, -6.37684037])"
54241,"array([-5.63454367, -6.71861664])"
54242,"array([-5.64593897, -6.45555675])"
54243,"array([-5.5336073, -6.4347181])"
54244,"array([-5.83416797, -6.70513433])"
54245,"array([-5.70072627, -6.48158928])"
54246,"array([-5.56390713, -6.46104892])"
54247,"array([-5.70088851, -6.4588876 ])"
54248,"array([-5.71291047, -6.46627963])"
54249,"array([-5.5873172 , -6.60938423])"
54250,"array([-5.42547636, -6.55688399])"
54251,"array([-5.78317728, -6.64371113])"
54252,"array([-5.66399987, -6.67517018])"
54253,"array([-5.62274572, -6.4121772 ])"
54254,"array([-5.76528276, -6.48783924])"
54255,"array([-5.81660393, -6.54757018])"
54256,"array([-5.75572957, -6.73849922])"
54257,"array([-5.5490276 , -6.42607258])"
54258,"array([-5.59026346, -6.36994175])"
54259,"array([-5.59508029, -6.64686731])"
54260,"array([-5.5417765 , -6.33707643])"
54261,"array([-5.69043659, -6.70630111])"
54262,"array([-5.62139884, -6.61407244])"
54263,"array([-5.72291433, -6.84171265])"
54264,"array([-5.66866923, -6.73181281])"
54265,"array([-5.72404964, -6.67569855])"
54266,"array([-5.76201413, -6.72428173])"
54267,"array([-5.63096969, -6.57111245])"
54268,"array([-5.65840388, -6.30716691])"
54269,"array([-5.54141006, -6.39749791])"
54270,"array([-5.88733425, -6.59331138])"
54271,"array([-5.47532999, -6.43077763])"
54272,"array([-5.74465011, -6.43421931])"
54273,"array([-5.6394199 , -6.41582423])"
54274,"array([-5.65953976, -6.69760809])"
54275,"array([-5.70998424, -6.3438519 ])"
54276,"array([-5.66245392, -6.88822167])"
54277,"array([-5.67191086, -6.32265724])"
54278,"array([-5.49386377, -6.6541115 ])"
54279,"array([-5.79049667, -6.61971166])"
54280,"array([-5.67274137, -6.74124065])"
54281,"array([-5.76896723, -6.55961464])"
54282,"array([-5.75743164, -6.46161467])"
54283,"array([-5.76285621, -6.77367652])"
54284,"array([-5.43991583, -6.54080451])"
54285,"array([-5.62931192, -6.24406072])"
54286,"array([-5.63495315, -6.66056934])"
54287,"array([-5.43704342, -6.41898086])"
54288,"array([-5.61511049, -6.28084937])"
54289,"array([-5.69038021, -6.71504981])"
54290,"array([-5.53417857, -6.41944946])"
54291,"array([-5.4533457 , -6.63511648])"
